Timestamp,Pod Name,CPU (cores),Memory (bytes)
2025-03-06 18:01:39,loadgenservice-644ff89dcd-x76rd,29,21
2025-03-06 18:01:39,loggingservice-7fd5b6bdfc-b2swm,12,37
2025-03-06 18:01:39,mongo-6cb7d7ff95-mgq74,29,57
2025-03-06 18:01:39,mongo-express-7fbd45cc4d-pshmg,140,108
2025-03-06 18:01:39,php-6d85677874-x2hml,15,97
2025-03-06 18:01:55,api-85d4895c84-sngh6,28,96
2025-03-06 18:01:55,flask-6578d97cbb-2tn2l,37,48
2025-03-06 18:01:55,loadgenservice-644ff89dcd-x76rd,26,21
2025-03-06 18:01:55,loggingservice-7fd5b6bdfc-b2swm,10,37
2025-03-06 18:01:55,mongo-6cb7d7ff95-mgq74,26,46
2025-03-06 18:01:55,mongo-express-7fbd45cc4d-pshmg,116,92
2025-03-06 18:01:55,php-6d85677874-x2hml,15,95
2025-03-06 18:02:10,api-85d4895c84-sngh6,28,96
2025-03-06 18:02:10,flask-6578d97cbb-2tn2l,37,48
2025-03-06 18:02:10,loadgenservice-644ff89dcd-x76rd,26,21
2025-03-06 18:02:10,loggingservice-7fd5b6bdfc-b2swm,10,37
2025-03-06 18:02:10,mongo-6cb7d7ff95-mgq74,26,46
2025-03-06 18:02:10,mongo-express-7fbd45cc4d-pshmg,116,92
2025-03-06 18:02:10,php-6d85677874-x2hml,15,95
2025-03-06 18:02:25,api-85d4895c84-sngh6,28,96
2025-03-06 18:02:25,flask-6578d97cbb-2tn2l,37,48
2025-03-06 18:02:25,loadgenservice-644ff89dcd-x76rd,26,21
2025-03-06 18:02:25,loggingservice-7fd5b6bdfc-b2swm,10,37
2025-03-06 18:02:25,mongo-6cb7d7ff95-mgq74,26,46
2025-03-06 18:02:25,mongo-express-7fbd45cc4d-pshmg,116,92
2025-03-06 18:02:25,php-6d85677874-x2hml,15,95
2025-03-06 18:02:42,api-85d4895c84-sngh6,28,96
2025-03-06 18:02:42,flask-6578d97cbb-2tn2l,37,48
2025-03-06 18:02:42,loadgenservice-644ff89dcd-x76rd,26,21
2025-03-06 18:02:42,loggingservice-7fd5b6bdfc-b2swm,10,37
2025-03-06 18:02:42,mongo-6cb7d7ff95-mgq74,26,46
2025-03-06 18:02:42,mongo-express-7fbd45cc4d-pshmg,116,92
2025-03-06 18:02:42,php-6d85677874-x2hml,15,95
2025-03-06 18:02:57,api-85d4895c84-sngh6,28,94
2025-03-06 18:02:57,flask-6578d97cbb-2tn2l,37,46
2025-03-06 18:02:57,loadgenservice-644ff89dcd-x76rd,23,21
2025-03-06 18:02:57,loggingservice-7fd5b6bdfc-b2swm,11,36
2025-03-06 18:02:57,mongo-6cb7d7ff95-mgq74,25,45
2025-03-06 18:02:57,mongo-express-7fbd45cc4d-pshmg,123,85
2025-03-06 18:02:57,php-6d85677874-x2hml,14,94
2025-03-06 18:03:12,api-85d4895c84-sngh6,28,94
2025-03-06 18:03:12,flask-6578d97cbb-2tn2l,37,46
2025-03-06 18:03:12,loadgenservice-644ff89dcd-x76rd,23,21
2025-03-06 18:03:12,loggingservice-7fd5b6bdfc-b2swm,11,36
2025-03-06 18:03:12,mongo-6cb7d7ff95-mgq74,25,45
2025-03-06 18:03:12,mongo-express-7fbd45cc4d-pshmg,123,85
2025-03-06 18:03:12,php-6d85677874-x2hml,14,94
2025-03-06 18:03:27,api-85d4895c84-sngh6,28,94
2025-03-06 18:03:27,flask-6578d97cbb-2tn2l,37,46
2025-03-06 18:03:27,loadgenservice-644ff89dcd-x76rd,23,21
2025-03-06 18:03:27,loggingservice-7fd5b6bdfc-b2swm,11,36
2025-03-06 18:03:27,mongo-6cb7d7ff95-mgq74,25,45
2025-03-06 18:03:27,mongo-express-7fbd45cc4d-pshmg,123,85
2025-03-06 18:03:27,php-6d85677874-x2hml,14,94
2025-03-06 18:03:43,api-85d4895c84-sngh6,28,94
2025-03-06 18:03:43,flask-6578d97cbb-2tn2l,37,46
2025-03-06 18:03:43,loadgenservice-644ff89dcd-x76rd,23,21
2025-03-06 18:03:43,loggingservice-7fd5b6bdfc-b2swm,11,36
2025-03-06 18:03:43,mongo-6cb7d7ff95-mgq74,25,45
2025-03-06 18:03:43,mongo-express-7fbd45cc4d-pshmg,123,85
2025-03-06 18:03:43,php-6d85677874-x2hml,14,94
2025-03-06 18:03:58,api-85d4895c84-sngh6,27,92
2025-03-06 18:03:58,flask-6578d97cbb-2tn2l,36,45
2025-03-06 18:03:58,loadgenservice-644ff89dcd-x76rd,26,20
2025-03-06 18:03:58,loggingservice-7fd5b6bdfc-b2swm,9,37
2025-03-06 18:03:58,mongo-6cb7d7ff95-mgq74,27,45
2025-03-06 18:03:58,mongo-express-7fbd45cc4d-pshmg,130,86
2025-03-06 18:03:58,php-6d85677874-x2hml,14,90
2025-03-06 18:04:13,api-85d4895c84-sngh6,27,92
2025-03-06 18:04:13,flask-6578d97cbb-2tn2l,36,45
2025-03-06 18:04:13,loadgenservice-644ff89dcd-x76rd,26,20
2025-03-06 18:04:13,loggingservice-7fd5b6bdfc-b2swm,9,37
2025-03-06 18:04:13,mongo-6cb7d7ff95-mgq74,27,45
2025-03-06 18:04:13,mongo-express-7fbd45cc4d-pshmg,130,86
2025-03-06 18:04:13,php-6d85677874-x2hml,14,90
2025-03-06 18:04:28,api-85d4895c84-sngh6,27,92
2025-03-06 18:04:28,flask-6578d97cbb-2tn2l,36,45
2025-03-06 18:04:28,loadgenservice-644ff89dcd-x76rd,26,20
2025-03-06 18:04:28,loggingservice-7fd5b6bdfc-b2swm,9,37
2025-03-06 18:04:28,mongo-6cb7d7ff95-mgq74,27,45
2025-03-06 18:04:28,mongo-express-7fbd45cc4d-pshmg,130,86
2025-03-06 18:04:28,php-6d85677874-x2hml,14,90
2025-03-06 18:04:43,api-85d4895c84-sngh6,27,92
2025-03-06 18:04:43,flask-6578d97cbb-2tn2l,36,45
2025-03-06 18:04:43,loadgenservice-644ff89dcd-x76rd,26,20
2025-03-06 18:04:43,loggingservice-7fd5b6bdfc-b2swm,9,37
2025-03-06 18:04:43,mongo-6cb7d7ff95-mgq74,27,45
2025-03-06 18:04:43,mongo-express-7fbd45cc4d-pshmg,130,86
2025-03-06 18:04:43,php-6d85677874-x2hml,14,90
2025-03-06 18:04:59,api-85d4895c84-sngh6,29,92
2025-03-06 18:04:59,flask-6578d97cbb-2tn2l,39,45
2025-03-06 18:04:59,loadgenservice-644ff89dcd-x76rd,29,20
2025-03-06 18:04:59,loggingservice-7fd5b6bdfc-b2swm,12,37
2025-03-06 18:04:59,mongo-6cb7d7ff95-mgq74,30,45
2025-03-06 18:04:59,mongo-express-7fbd45cc4d-pshmg,148,99
2025-03-06 18:04:59,php-6d85677874-x2hml,14,92
2025-03-06 18:05:14,api-85d4895c84-sngh6,29,92
2025-03-06 18:05:14,flask-6578d97cbb-2tn2l,39,45
2025-03-06 18:05:14,loadgenservice-644ff89dcd-x76rd,29,20
2025-03-06 18:05:14,loggingservice-7fd5b6bdfc-b2swm,12,37
2025-03-06 18:05:14,mongo-6cb7d7ff95-mgq74,30,45
2025-03-06 18:05:14,mongo-express-7fbd45cc4d-pshmg,148,99
2025-03-06 18:05:14,php-6d85677874-x2hml,14,92
2025-03-06 18:05:29,api-85d4895c84-sngh6,29,92
2025-03-06 18:05:29,flask-6578d97cbb-2tn2l,39,45
2025-03-06 18:05:29,loadgenservice-644ff89dcd-x76rd,29,20
2025-03-06 18:05:29,loggingservice-7fd5b6bdfc-b2swm,12,37
2025-03-06 18:05:29,mongo-6cb7d7ff95-mgq74,30,45
2025-03-06 18:05:29,mongo-express-7fbd45cc4d-pshmg,148,99
2025-03-06 18:05:29,php-6d85677874-x2hml,14,92
2025-03-06 18:05:44,api-85d4895c84-sngh6,28,92
2025-03-06 18:05:44,flask-6578d97cbb-2tn2l,43,45
2025-03-06 18:05:44,loadgenservice-644ff89dcd-x76rd,31,20
2025-03-06 18:05:44,loggingservice-7fd5b6bdfc-b2swm,11,37
2025-03-06 18:05:44,mongo-6cb7d7ff95-mgq74,29,45
2025-03-06 18:05:44,mongo-express-7fbd45cc4d-pshmg,146,84
2025-03-06 18:05:44,php-6d85677874-x2hml,14,90
2025-03-06 18:05:59,api-85d4895c84-sngh6,28,92
2025-03-06 18:05:59,flask-6578d97cbb-2tn2l,43,45
2025-03-06 18:05:59,loadgenservice-644ff89dcd-x76rd,31,20
2025-03-06 18:05:59,loggingservice-7fd5b6bdfc-b2swm,11,37
2025-03-06 18:05:59,mongo-6cb7d7ff95-mgq74,29,45
2025-03-06 18:05:59,mongo-express-7fbd45cc4d-pshmg,146,84
2025-03-06 18:05:59,php-6d85677874-x2hml,14,90
2025-03-06 18:06:15,api-85d4895c84-sngh6,28,92
2025-03-06 18:06:15,flask-6578d97cbb-2tn2l,43,45
2025-03-06 18:06:15,loadgenservice-644ff89dcd-x76rd,31,20
2025-03-06 18:06:15,loggingservice-7fd5b6bdfc-b2swm,11,37
2025-03-06 18:06:15,mongo-6cb7d7ff95-mgq74,29,45
2025-03-06 18:06:15,mongo-express-7fbd45cc4d-pshmg,146,84
2025-03-06 18:06:15,php-6d85677874-x2hml,14,90
2025-03-06 18:06:30,api-85d4895c84-sngh6,28,92
2025-03-06 18:06:30,flask-6578d97cbb-2tn2l,43,45
2025-03-06 18:06:30,loadgenservice-644ff89dcd-x76rd,31,20
2025-03-06 18:06:30,loggingservice-7fd5b6bdfc-b2swm,11,37
2025-03-06 18:06:30,mongo-6cb7d7ff95-mgq74,29,45
2025-03-06 18:06:30,mongo-express-7fbd45cc4d-pshmg,146,84
2025-03-06 18:06:30,php-6d85677874-x2hml,14,90
2025-03-06 18:06:45,api-85d4895c84-sngh6,28,92
2025-03-06 18:06:45,flask-6578d97cbb-2tn2l,39,45
2025-03-06 18:06:45,loadgenservice-644ff89dcd-x76rd,28,20
2025-03-06 18:06:45,loggingservice-7fd5b6bdfc-b2swm,11,37
2025-03-06 18:06:45,mongo-6cb7d7ff95-mgq74,28,45
2025-03-06 18:06:45,mongo-express-7fbd45cc4d-pshmg,131,96
2025-03-06 18:06:45,php-6d85677874-x2hml,14,90
2025-03-06 18:07:01,api-85d4895c84-sngh6,28,92
2025-03-06 18:07:01,flask-6578d97cbb-2tn2l,39,45
2025-03-06 18:07:01,loadgenservice-644ff89dcd-x76rd,28,20
2025-03-06 18:07:01,loggingservice-7fd5b6bdfc-b2swm,11,37
2025-03-06 18:07:01,mongo-6cb7d7ff95-mgq74,28,45
2025-03-06 18:07:01,mongo-express-7fbd45cc4d-pshmg,131,96
2025-03-06 18:07:01,php-6d85677874-x2hml,14,90
2025-03-06 18:07:16,api-85d4895c84-sngh6,28,92
2025-03-06 18:07:16,flask-6578d97cbb-2tn2l,39,45
2025-03-06 18:07:16,loadgenservice-644ff89dcd-x76rd,28,20
2025-03-06 18:07:16,loggingservice-7fd5b6bdfc-b2swm,11,37
2025-03-06 18:07:16,mongo-6cb7d7ff95-mgq74,28,45
2025-03-06 18:07:16,mongo-express-7fbd45cc4d-pshmg,131,96
2025-03-06 18:07:16,php-6d85677874-x2hml,14,90
2025-03-06 18:07:31,api-85d4895c84-sngh6,28,92
2025-03-06 18:07:31,flask-6578d97cbb-2tn2l,39,45
2025-03-06 18:07:31,loadgenservice-644ff89dcd-x76rd,28,20
2025-03-06 18:07:31,loggingservice-7fd5b6bdfc-b2swm,11,37
2025-03-06 18:07:31,mongo-6cb7d7ff95-mgq74,28,45
2025-03-06 18:07:31,mongo-express-7fbd45cc4d-pshmg,131,96
2025-03-06 18:07:31,php-6d85677874-x2hml,14,90
2025-03-06 18:07:47,api-85d4895c84-sngh6,29,89
2025-03-06 18:07:47,flask-6578d97cbb-2tn2l,33,35
2025-03-06 18:07:47,loadgenservice-644ff89dcd-x76rd,26,20
2025-03-06 18:07:47,loggingservice-7fd5b6bdfc-b2swm,10,34
2025-03-06 18:07:47,mongo-6cb7d7ff95-mgq74,24,32
2025-03-06 18:07:47,mongo-express-7fbd45cc4d-pshmg,119,95
2025-03-06 18:07:47,php-6d85677874-x2hml,13,91
2025-03-06 18:08:02,api-85d4895c84-sngh6,29,89
2025-03-06 18:08:02,flask-6578d97cbb-2tn2l,33,35
2025-03-06 18:08:02,loadgenservice-644ff89dcd-x76rd,26,20
2025-03-06 18:08:02,loggingservice-7fd5b6bdfc-b2swm,10,34
2025-03-06 18:08:02,mongo-6cb7d7ff95-mgq74,24,32
2025-03-06 18:08:02,mongo-express-7fbd45cc4d-pshmg,119,95
2025-03-06 18:08:02,php-6d85677874-x2hml,13,91
2025-03-06 18:08:17,api-85d4895c84-sngh6,29,89
2025-03-06 18:08:17,flask-6578d97cbb-2tn2l,33,35
2025-03-06 18:08:17,loadgenservice-644ff89dcd-x76rd,26,20
2025-03-06 18:08:17,loggingservice-7fd5b6bdfc-b2swm,10,34
2025-03-06 18:08:17,mongo-6cb7d7ff95-mgq74,24,32
2025-03-06 18:08:17,mongo-express-7fbd45cc4d-pshmg,119,95
2025-03-06 18:08:17,php-6d85677874-x2hml,13,91
2025-03-06 18:08:32,api-85d4895c84-sngh6,29,89
2025-03-06 18:08:32,flask-6578d97cbb-2tn2l,33,35
2025-03-06 18:08:32,loadgenservice-644ff89dcd-x76rd,26,20
2025-03-06 18:08:32,loggingservice-7fd5b6bdfc-b2swm,10,34
2025-03-06 18:08:32,mongo-6cb7d7ff95-mgq74,24,32
2025-03-06 18:08:32,mongo-express-7fbd45cc4d-pshmg,119,95
2025-03-06 18:08:32,php-6d85677874-x2hml,13,91
2025-03-06 18:08:48,api-85d4895c84-sngh6,30,88
2025-03-06 18:08:48,flask-6578d97cbb-2tn2l,40,34
2025-03-06 18:08:48,loadgenservice-644ff89dcd-x76rd,31,19
2025-03-06 18:08:48,loggingservice-7fd5b6bdfc-b2swm,11,31
2025-03-06 18:08:48,mongo-6cb7d7ff95-mgq74,31,30
2025-03-06 18:08:48,mongo-express-7fbd45cc4d-pshmg,150,74
2025-03-06 18:08:48,php-6d85677874-x2hml,14,89
2025-03-06 18:09:03,api-85d4895c84-sngh6,30,88
2025-03-06 18:09:03,flask-6578d97cbb-2tn2l,40,34
2025-03-06 18:09:03,loadgenservice-644ff89dcd-x76rd,31,19
2025-03-06 18:09:03,loggingservice-7fd5b6bdfc-b2swm,11,31
2025-03-06 18:09:03,mongo-6cb7d7ff95-mgq74,31,30
2025-03-06 18:09:03,mongo-express-7fbd45cc4d-pshmg,150,74
2025-03-06 18:09:03,php-6d85677874-x2hml,14,89
2025-03-06 18:09:18,api-85d4895c84-sngh6,30,88
2025-03-06 18:09:18,flask-6578d97cbb-2tn2l,40,34
2025-03-06 18:09:18,loadgenservice-644ff89dcd-x76rd,31,19
2025-03-06 18:09:18,loggingservice-7fd5b6bdfc-b2swm,11,31
2025-03-06 18:09:18,mongo-6cb7d7ff95-mgq74,31,30
2025-03-06 18:09:18,mongo-express-7fbd45cc4d-pshmg,150,74
2025-03-06 18:09:18,php-6d85677874-x2hml,14,89
2025-03-06 18:09:34,api-85d4895c84-sngh6,30,88
2025-03-06 18:09:34,flask-6578d97cbb-2tn2l,40,34
2025-03-06 18:09:34,loadgenservice-644ff89dcd-x76rd,31,19
2025-03-06 18:09:34,loggingservice-7fd5b6bdfc-b2swm,11,31
2025-03-06 18:09:34,mongo-6cb7d7ff95-mgq74,31,30
2025-03-06 18:09:34,mongo-express-7fbd45cc4d-pshmg,150,74
2025-03-06 18:09:34,php-6d85677874-x2hml,14,89
2025-03-06 18:09:49,api-85d4895c84-sngh6,29,87
2025-03-06 18:09:49,flask-6578d97cbb-2tn2l,40,33
2025-03-06 18:09:49,loadgenservice-644ff89dcd-x76rd,28,19
2025-03-06 18:09:49,loggingservice-7fd5b6bdfc-b2swm,12,28
2025-03-06 18:09:49,mongo-6cb7d7ff95-mgq74,29,29
2025-03-06 18:09:49,mongo-express-7fbd45cc4d-pshmg,136,97
2025-03-06 18:09:49,php-6d85677874-x2hml,16,101
2025-03-06 18:10:04,api-85d4895c84-sngh6,29,87
2025-03-06 18:10:04,flask-6578d97cbb-2tn2l,40,33
2025-03-06 18:10:04,loadgenservice-644ff89dcd-x76rd,28,19
2025-03-06 18:10:04,loggingservice-7fd5b6bdfc-b2swm,12,28
2025-03-06 18:10:04,mongo-6cb7d7ff95-mgq74,29,29
2025-03-06 18:10:04,mongo-express-7fbd45cc4d-pshmg,136,97
2025-03-06 18:10:04,php-6d85677874-x2hml,16,101
2025-03-06 18:10:19,api-85d4895c84-sngh6,29,87
2025-03-06 18:10:19,flask-6578d97cbb-2tn2l,40,33
2025-03-06 18:10:19,loadgenservice-644ff89dcd-x76rd,28,19
2025-03-06 18:10:19,loggingservice-7fd5b6bdfc-b2swm,12,28
2025-03-06 18:10:19,mongo-6cb7d7ff95-mgq74,29,29
2025-03-06 18:10:19,mongo-express-7fbd45cc4d-pshmg,136,97
2025-03-06 18:10:19,php-6d85677874-x2hml,16,101
2025-03-06 18:10:34,api-85d4895c84-sngh6,29,87
2025-03-06 18:10:34,flask-6578d97cbb-2tn2l,40,33
2025-03-06 18:10:34,loadgenservice-644ff89dcd-x76rd,28,19
2025-03-06 18:10:34,loggingservice-7fd5b6bdfc-b2swm,12,28
2025-03-06 18:10:34,mongo-6cb7d7ff95-mgq74,29,29
2025-03-06 18:10:34,mongo-express-7fbd45cc4d-pshmg,136,97
2025-03-06 18:10:34,php-6d85677874-x2hml,16,101
2025-03-06 18:10:50,api-85d4895c84-sngh6,38,87
2025-03-06 18:10:50,flask-6578d97cbb-2tn2l,52,33
2025-03-06 18:10:50,loadgenservice-644ff89dcd-x76rd,38,19
2025-03-06 18:10:50,loggingservice-7fd5b6bdfc-b2swm,14,28
2025-03-06 18:10:50,mongo-6cb7d7ff95-mgq74,36,29
2025-03-06 18:10:50,mongo-express-7fbd45cc4d-pshmg,178,97
2025-03-06 18:10:50,php-6d85677874-x2hml,17,103
2025-03-06 18:11:05,api-85d4895c84-sngh6,38,87
2025-03-06 18:11:05,flask-6578d97cbb-2tn2l,52,33
2025-03-06 18:11:05,loadgenservice-644ff89dcd-x76rd,38,19
2025-03-06 18:11:05,loggingservice-7fd5b6bdfc-b2swm,14,28
2025-03-06 18:11:05,mongo-6cb7d7ff95-mgq74,36,29
2025-03-06 18:11:05,mongo-express-7fbd45cc4d-pshmg,178,97
2025-03-06 18:11:05,php-6d85677874-x2hml,17,103
2025-03-06 18:11:20,api-85d4895c84-sngh6,38,87
2025-03-06 18:11:20,flask-6578d97cbb-2tn2l,52,33
2025-03-06 18:11:20,loadgenservice-644ff89dcd-x76rd,38,19
2025-03-06 18:11:20,loggingservice-7fd5b6bdfc-b2swm,14,28
2025-03-06 18:11:20,mongo-6cb7d7ff95-mgq74,36,29
2025-03-06 18:11:20,mongo-express-7fbd45cc4d-pshmg,178,97
2025-03-06 18:11:20,php-6d85677874-x2hml,17,103
2025-03-06 18:11:35,api-85d4895c84-sngh6,38,87
2025-03-06 18:11:35,flask-6578d97cbb-2tn2l,52,33
2025-03-06 18:11:35,loadgenservice-644ff89dcd-x76rd,38,19
2025-03-06 18:11:35,loggingservice-7fd5b6bdfc-b2swm,14,28
2025-03-06 18:11:35,mongo-6cb7d7ff95-mgq74,36,29
2025-03-06 18:11:35,mongo-express-7fbd45cc4d-pshmg,178,97
2025-03-06 18:11:35,php-6d85677874-x2hml,17,103
2025-03-06 18:11:50,api-85d4895c84-sngh6,36,87
2025-03-06 18:11:50,flask-6578d97cbb-2tn2l,50,32
2025-03-06 18:11:50,loadgenservice-644ff89dcd-x76rd,36,19
2025-03-06 18:11:50,loggingservice-7fd5b6bdfc-b2swm,13,29
2025-03-06 18:11:50,mongo-6cb7d7ff95-mgq74,34,28
2025-03-06 18:11:50,mongo-express-7fbd45cc4d-pshmg,166,99
2025-03-06 18:11:50,php-6d85677874-x2hml,18,108
2025-03-06 18:12:06,api-85d4895c84-sngh6,36,87
2025-03-06 18:12:06,flask-6578d97cbb-2tn2l,50,32
2025-03-06 18:12:06,loadgenservice-644ff89dcd-x76rd,36,19
2025-03-06 18:12:06,loggingservice-7fd5b6bdfc-b2swm,13,29
2025-03-06 18:12:06,mongo-6cb7d7ff95-mgq74,34,28
2025-03-06 18:12:06,mongo-express-7fbd45cc4d-pshmg,166,99
2025-03-06 18:12:06,php-6d85677874-x2hml,18,108
2025-03-06 18:12:21,api-85d4895c84-sngh6,36,87
2025-03-06 18:12:21,flask-6578d97cbb-2tn2l,50,32
2025-03-06 18:12:21,loadgenservice-644ff89dcd-x76rd,36,19
2025-03-06 18:12:21,loggingservice-7fd5b6bdfc-b2swm,13,29
2025-03-06 18:12:21,mongo-6cb7d7ff95-mgq74,34,28
2025-03-06 18:12:21,mongo-express-7fbd45cc4d-pshmg,166,99
2025-03-06 18:12:21,php-6d85677874-x2hml,18,108
2025-03-06 18:12:36,api-85d4895c84-sngh6,36,87
2025-03-06 18:12:36,flask-6578d97cbb-2tn2l,50,32
2025-03-06 18:12:36,loadgenservice-644ff89dcd-x76rd,36,19
2025-03-06 18:12:36,loggingservice-7fd5b6bdfc-b2swm,13,29
2025-03-06 18:12:36,mongo-6cb7d7ff95-mgq74,34,28
2025-03-06 18:12:36,mongo-express-7fbd45cc4d-pshmg,166,99
2025-03-06 18:12:36,php-6d85677874-x2hml,18,108
2025-03-06 18:12:51,api-85d4895c84-sngh6,35,87
2025-03-06 18:12:51,flask-6578d97cbb-2tn2l,50,32
2025-03-06 18:12:51,loadgenservice-644ff89dcd-x76rd,36,20
2025-03-06 18:12:51,loggingservice-7fd5b6bdfc-b2swm,14,29
2025-03-06 18:12:51,mongo-6cb7d7ff95-mgq74,36,28
2025-03-06 18:12:51,mongo-express-7fbd45cc4d-pshmg,160,98
2025-03-06 18:12:51,php-6d85677874-x2hml,19,106
2025-03-06 18:13:06,api-85d4895c84-sngh6,35,87
2025-03-06 18:13:06,flask-6578d97cbb-2tn2l,50,32
2025-03-06 18:13:06,loadgenservice-644ff89dcd-x76rd,36,20
2025-03-06 18:13:06,loggingservice-7fd5b6bdfc-b2swm,14,29
2025-03-06 18:13:06,mongo-6cb7d7ff95-mgq74,36,28
2025-03-06 18:13:06,mongo-express-7fbd45cc4d-pshmg,160,98
2025-03-06 18:13:06,php-6d85677874-x2hml,19,106
2025-03-06 18:13:22,api-85d4895c84-sngh6,35,87
2025-03-06 18:13:22,flask-6578d97cbb-2tn2l,50,32
2025-03-06 18:13:22,loadgenservice-644ff89dcd-x76rd,36,20
2025-03-06 18:13:22,loggingservice-7fd5b6bdfc-b2swm,14,29
2025-03-06 18:13:22,mongo-6cb7d7ff95-mgq74,36,28
2025-03-06 18:13:22,mongo-express-7fbd45cc4d-pshmg,160,98
2025-03-06 18:13:22,php-6d85677874-x2hml,19,106
2025-03-06 18:13:37,api-85d4895c84-sngh6,35,87
2025-03-06 18:13:37,flask-6578d97cbb-2tn2l,50,32
2025-03-06 18:13:37,loadgenservice-644ff89dcd-x76rd,36,20
2025-03-06 18:13:37,loggingservice-7fd5b6bdfc-b2swm,14,29
2025-03-06 18:13:37,mongo-6cb7d7ff95-mgq74,36,28
2025-03-06 18:13:37,mongo-express-7fbd45cc4d-pshmg,160,98
2025-03-06 18:13:37,php-6d85677874-x2hml,19,106
2025-03-06 18:13:52,api-85d4895c84-sngh6,31,86
2025-03-06 18:13:52,flask-6578d97cbb-2tn2l,43,32
2025-03-06 18:13:52,loadgenservice-644ff89dcd-x76rd,33,20
2025-03-06 18:13:52,loggingservice-7fd5b6bdfc-b2swm,12,28
2025-03-06 18:13:52,mongo-6cb7d7ff95-mgq74,32,28
2025-03-06 18:13:52,mongo-express-7fbd45cc4d-pshmg,147,96
2025-03-06 18:13:52,php-6d85677874-x2hml,17,91
2025-03-06 18:14:07,api-85d4895c84-sngh6,31,86
2025-03-06 18:14:07,flask-6578d97cbb-2tn2l,43,32
2025-03-06 18:14:07,loadgenservice-644ff89dcd-x76rd,33,20
2025-03-06 18:14:07,loggingservice-7fd5b6bdfc-b2swm,12,28
2025-03-06 18:14:07,mongo-6cb7d7ff95-mgq74,32,28
2025-03-06 18:14:07,mongo-express-7fbd45cc4d-pshmg,147,96
2025-03-06 18:14:07,php-6d85677874-x2hml,17,91
2025-03-06 18:14:22,api-85d4895c84-sngh6,31,86
2025-03-06 18:14:22,flask-6578d97cbb-2tn2l,43,32
2025-03-06 18:14:22,loadgenservice-644ff89dcd-x76rd,33,20
2025-03-06 18:14:22,loggingservice-7fd5b6bdfc-b2swm,12,28
2025-03-06 18:14:22,mongo-6cb7d7ff95-mgq74,32,28
2025-03-06 18:14:22,mongo-express-7fbd45cc4d-pshmg,147,96
2025-03-06 18:14:22,php-6d85677874-x2hml,17,91
2025-03-06 18:14:38,api-85d4895c84-sngh6,31,86
2025-03-06 18:14:38,flask-6578d97cbb-2tn2l,43,32
2025-03-06 18:14:38,loadgenservice-644ff89dcd-x76rd,33,20
2025-03-06 18:14:38,loggingservice-7fd5b6bdfc-b2swm,12,28
2025-03-06 18:14:38,mongo-6cb7d7ff95-mgq74,32,28
2025-03-06 18:14:38,mongo-express-7fbd45cc4d-pshmg,147,96
2025-03-06 18:14:38,php-6d85677874-x2hml,17,91
2025-03-06 18:14:53,api-85d4895c84-sngh6,31,87
2025-03-06 18:14:53,flask-6578d97cbb-2tn2l,43,32
2025-03-06 18:14:53,loadgenservice-644ff89dcd-x76rd,30,20
2025-03-06 18:14:53,loggingservice-7fd5b6bdfc-b2swm,12,29
2025-03-06 18:14:53,mongo-6cb7d7ff95-mgq74,30,28
2025-03-06 18:14:53,mongo-express-7fbd45cc4d-pshmg,139,96
2025-03-06 18:14:53,php-6d85677874-x2hml,15,93
2025-03-06 18:15:08,api-85d4895c84-sngh6,31,87
2025-03-06 18:15:08,flask-6578d97cbb-2tn2l,43,32
2025-03-06 18:15:08,loadgenservice-644ff89dcd-x76rd,30,20
2025-03-06 18:15:08,loggingservice-7fd5b6bdfc-b2swm,12,29
2025-03-06 18:15:08,mongo-6cb7d7ff95-mgq74,30,28
2025-03-06 18:15:08,mongo-express-7fbd45cc4d-pshmg,139,96
2025-03-06 18:15:08,php-6d85677874-x2hml,15,93
2025-03-06 18:15:23,api-85d4895c84-sngh6,31,87
2025-03-06 18:15:23,flask-6578d97cbb-2tn2l,43,32
2025-03-06 18:15:23,loadgenservice-644ff89dcd-x76rd,30,20
2025-03-06 18:15:23,loggingservice-7fd5b6bdfc-b2swm,12,29
2025-03-06 18:15:23,mongo-6cb7d7ff95-mgq74,30,28
2025-03-06 18:15:23,mongo-express-7fbd45cc4d-pshmg,139,96
2025-03-06 18:15:23,php-6d85677874-x2hml,15,93
2025-03-06 18:15:38,api-85d4895c84-sngh6,31,87
2025-03-06 18:15:38,flask-6578d97cbb-2tn2l,43,32
2025-03-06 18:15:38,loadgenservice-644ff89dcd-x76rd,30,20
2025-03-06 18:15:38,loggingservice-7fd5b6bdfc-b2swm,12,29
2025-03-06 18:15:38,mongo-6cb7d7ff95-mgq74,30,28
2025-03-06 18:15:38,mongo-express-7fbd45cc4d-pshmg,139,96
2025-03-06 18:15:38,php-6d85677874-x2hml,15,93
2025-03-06 18:15:54,api-85d4895c84-sngh6,31,87
2025-03-06 18:15:54,flask-6578d97cbb-2tn2l,44,32
2025-03-06 18:15:54,loadgenservice-644ff89dcd-x76rd,33,20
2025-03-06 18:15:54,loggingservice-7fd5b6bdfc-b2swm,12,28
2025-03-06 18:15:54,mongo-6cb7d7ff95-mgq74,31,29
2025-03-06 18:15:54,mongo-express-7fbd45cc4d-pshmg,139,98
2025-03-06 18:15:54,php-6d85677874-x2hml,16,94
2025-03-06 18:16:09,api-85d4895c84-sngh6,31,87
2025-03-06 18:16:09,flask-6578d97cbb-2tn2l,44,32
